address_id;pesel;moved_date
456;4802060318204;1972-01-02
457;5507302631160;1980-08-24
457;5703267574274;1980-08-24
458;5711277739283;1987-12-20
458;6105112588221;1987-12-20
459;4512247009206;1970-10-25
459;4711211086231;1970-10-25
460;4506143127191;1967-01-01
460;4704221286240;1967-01-01
461;4205190325183;1964-04-22
461;4406294434222;1964-04-22
462;6107098787283;1988-06-09
462;6505278638274;1988-06-09
463;6311194049262;1990-10-03
463;6608241772237;1990-10-03
464;6403112251161;1989-04-09
464;6703130670205;1989-04-09
465;5611114729207;1985-10-19
465;6009087336212;1985-10-19
466;4811107415174;1977-04-21
466;5206117676213;1977-04-21
467;5205085723181;1982-06-06
467;5405035572196;1982-06-06
468;6311126223161;1988-05-09
468;6702085628256;1988-05-09
469;5912316455249;1985-03-02
469;6203203560157;1985-03-02
470;5811244359274;1981-07-06
470;6012021648174;1981-07-06
471;5607310063203;1979-12-29
471;5809158670247;1979-12-29
472;4308082845206;1969-03-16
472;4612300308169;1969-03-16
473;5002094613158;1977-02-16
473;5205070848213;1977-02-16
474;3506112221117;1965-06-13
474;3804177350214;1965-06-13
475;4811027661198;1975-09-25
475;5112015088207;1975-09-25
476;5607313809208;1979-05-15
476;5910304364235;1979-05-15
477;4506242585241;1972-04-24
477;4912220306181;1972-04-24
478;6408300381199;1997-09-24
478;6808022722177;1997-09-24
479;5410244445209;1984-01-07
479;5809086454261;1984-01-07
480;4506123515158;1969-03-19
480;4908136606203;1969-03-19
481;5507136431173;1984-10-27
481;5901284148288;1984-10-27
482;4010056157187;1964-05-13
482;4305040480166;1964-05-13
483;5308151487246;1976-11-17
483;5512038472211;1976-11-17
484;6809035349257;1998-04-20
484;7111122270168;1998-04-20
485;6304303539210;1991-09-29
485;6711157230201;1991-09-29
486;5205051829191;1973-01-20
486;5411193560217;1973-01-20
487;5606218053208;1982-05-23
487;5805047624207;1982-05-23
488;3102238133148;1960-10-24
488;3408256438221;1960-10-24
489;4208262839222;1967-05-20
489;4601041066206;1967-05-20
490;4403161579252;1975-09-06
490;4808302808197;1975-09-06
491;3409072753192;1963-12-01
491;3704274680237;1963-12-01
492;6512101881193;1990-06-13
492;6902087568311;1990-06-13
493;5305136881206;1975-07-18
493;5506071300141;1975-07-18
494;3701030025151;1969-09-04
494;4112181370182;1969-09-04
495;3702182149249;1968-10-04
495;3906127266238;1968-10-04
496;5503062445206;1978-11-28
496;5701227758256;1978-11-28
497;6110145005151;1987-05-16
497;6512277358286;1987-05-16
498;2901266239252;1953-01-25
498;3306236758219;1953-01-25
499;3901048127211;1971-10-09
499;4310057176222;1971-10-09
500;3904104121141;1962-07-10
500;4112148482199;1962-07-10
501;5202074339215;1984-06-09
501;5607217836217;1984-06-09
502;5504154223181;1983-05-24
502;5807295854285;1983-05-24
503;5409086745234;1986-03-22
503;5810033802156;1986-03-22
504;6603228579286;1995-04-07
504;7004055376225;1995-04-07
505;5903062525217;1983-10-15
505;6108305504144;1983-10-15
506;5008058519189;1976-02-12
506;5205071680194;1976-02-12
507;4811307179271;1976-10-13
507;5101135660158;1976-10-13
508;7009266419226;2002-10-18
508;7306188720204;2002-10-18
509;6504068369279;1987-06-19
509;6706180238259;1987-06-19
510;4409238553207;1975-04-29
510;4612088860225;1975-04-29
511;4311056277228;1974-04-20
511;4707133540172;1974-04-20
512;5706257263251;1983-08-31
512;6110221158201;1983-08-31
513;5103066683214;1975-08-24
513;5309070348219;1975-08-24
514;6204136611142;1991-12-02
514;6508245604192;1991-12-02
515;5201294815205;1980-10-03
515;5401116348203;1980-10-03
516;6711048689300;1997-07-10
516;7110162538218;1997-07-10
517;6301208401129;1987-09-11
517;6608153870228;1987-09-11
518;6011033569210;1987-11-16
518;6403236034197;1987-11-16
519;6104111571159;1988-02-29
519;6309056126198;1988-02-29
520;5003030889212;1975-07-17
520;5403223752183;1975-07-17
521;4905302489276;1974-09-21
521;5201120356173;1974-09-21
522;5411261289277;1982-05-27
522;5701238012181;1982-05-27
523;5704111667226;1984-01-03
523;5901272730216;1984-01-03
524;4907217879286;1975-10-25
524;5305260268243;1975-10-25
525;4712041405160;1978-05-23
525;4912274084283;1978-05-23
526;5104188175244;1984-09-13
526;5509241112162;1984-09-13
527;5111286419224;1981-01-22
527;5505060636202;1981-01-22
528;5503276051220;1981-11-07
528;5707273862253;1981-11-07
529;5010105875178;1981-04-01
529;5304061744186;1981-04-01
530;4308015863170;1967-07-10
530;4707037588267;1967-07-10
531;4701110675206;1975-03-30
531;5003126668205;1975-03-30
532;5005080225161;1975-06-11
532;5401153862203;1975-06-11
533;5709075635235;1983-02-20
533;6005225554184;1983-02-20
534;5203183727210;1983-03-25
534;5402275166254;1983-03-25
535;4509248227219;1969-05-11
535;4710178602190;1969-05-11
536;5303153501134;1976-01-01
536;5502064352198;1976-01-01
537;4501137171194;1975-10-09
537;4911206430170;1975-10-09
538;6905318043237;1996-09-09
538;7211071472214;1996-09-09
539;6108023069209;1994-06-26
539;6510011760163;1994-06-26
540;3105115157165;1952-12-10
540;3305270508181;1952-12-10
541;3106091625165;1955-12-29
541;3401241478228;1955-12-29
542;4707064117205;1980-12-02
542;5109080446199;1980-12-02
543;4611163475244;1968-08-21
543;4906034060192;1968-08-21
544;6205058149232;1989-12-24
544;6610270406212;1989-12-24
545;7306231269251;1995-08-14
545;7509235356251;1995-08-14
546;4504262807198;1975-06-17
546;4805210684228;1975-06-17
547;5908315213197;1980-05-22
547;6105284544221;1980-05-22
548;6602262211182;1990-08-22
548;6905146328254;1990-08-22
549;5201055237188;1982-12-15
549;5609250768266;1982-12-15
550;5812021141167;1982-03-19
550;6205312836190;1982-03-19
551;6306232555211;1991-09-15
551;6511025354198;1991-09-15
552;4406118025163;1971-01-31
552;4711097474268;1971-01-31
553;5706290655267;1983-07-23
553;6012070320129;1983-07-23
554;5804062707209;1982-12-26
554;6210278856257;1982-12-26
555;5512294367284;1979-04-01
555;5710198018258;1979-04-01
556;4208168417195;1968-05-29
556;4605192080233;1968-05-29
557;4903177709251;1980-11-02
557;5306103646174;1980-11-02
558;6309087623206;1988-07-12
558;6706287810221;1988-07-12
559;5611197681269;1985-09-06
559;5910010506165;1985-09-06
560;4203068149219;1975-01-13
560;4605076308209;1975-01-13
561;4704211061178;1971-01-04
561;4904255858280;1971-01-04
562;5704234341195;1988-04-18
562;6004020048164;1988-04-18
563;5605300243178;1988-10-11
563;6012126564187;1988-10-11
564;5308101631126;1982-02-18
564;5604215156219;1982-02-18
565;6411150367236;1993-07-23
565;6601155660216;1993-07-23
566;4707211419196;1973-12-10
566;5001110342115;1973-12-10
567;4801134719214;1980-09-02
567;5201277426212;1980-09-02
568;6608094125233;1999-05-28
568;7003155552189;1999-05-28
569;7004070877236;1998-01-28
569;7207276480245;1998-01-28
570;5403107111123;1977-03-17
570;5703174508228;1977-03-17
571;6005232625163;1989-12-30
571;6304248568264;1989-12-30
572;5901118539244;1991-08-08
572;6209284442217;1991-08-08
573;4705118055210;1979-03-09
573;5008103436144;1979-03-09
574;6508127283236;1993-10-12
574;6908202666251;1993-10-12
575;5404098519241;1978-09-26
575;5812287000201;1978-09-26
576;5104061113132;1973-07-22
576;5306173468253;1973-07-22
577;4401216759223;1973-02-24
577;4609204768234;1973-02-24
578;5901121647226;1990-02-25
578;6302162066230;1990-02-25
579;5410141855204;1983-05-10
579;5612238824209;1983-05-10
580;7112193875262;1994-06-21
580;7407068358268;1994-06-21
581;5302238085238;1984-02-09
581;5611264404195;1984-02-09
582;6310118077230;1984-08-16
582;6512078776279;1984-08-16
583;5101021761138;1975-01-04
583;5503075422183;1975-01-04
584;5411287473260;1980-06-06
584;5804178114225;1980-06-06
585;3506215607163;1957-06-11
585;3702197414212;1957-06-11
586;3803264743222;1964-09-19
586;4212234104135;1964-09-19
587;3509118279239;1956-01-18
587;3712244406185;1956-01-18
588;5606090305194;1983-10-12
588;5809261026233;1983-10-12
589;4803243345224;1975-08-18
589;5206248486253;1975-08-18
590;6402260773235;1990-06-30
590;6810306804194;1990-06-30
591;5503117583218;1976-05-26
591;5701115702147;1976-05-26
592;3609086535219;1963-09-23
592;4007281010129;1963-09-23
593;2507184809208;1951-06-23
593;2802211638193;1951-06-23
594;3205201553138;1956-08-17
594;3405014730113;1956-08-17
595;4006270621140;1963-04-25
595;4301200860138;1963-04-25
596;7709015339236;2000-11-14
596;7903237012212;2000-11-14
597;6403317741190;1987-08-18
597;6606218784258;1987-08-18
598;5503048163211;1982-09-22
598;5803232150195;1982-09-22
599;5210086625195;1981-02-24
599;5609262884270;1981-02-24
600;5301201371161;1975-08-06
600;5603202668230;1975-08-06
601;4305154587244;1964-12-12
601;4506022344164;1964-12-12
602;4807230105174;1972-06-14
602;5011145338187;1972-06-14
603;3206062331132;1959-11-04
603;3601258012170;1959-11-04
604;3405057447205;1961-10-20
604;3805104534169;1961-10-20
605;3504071405157;1960-05-19
605;3803152120155;1960-05-19
606;3603205615155;1959-02-15
606;3906118408196;1959-02-15
607;4709167809237;1970-08-14
607;5101191376236;1970-08-14
608;4905134837230;1974-01-15
608;5106254344190;1974-01-15
609;5208187275253;1978-08-04
609;5607051104161;1978-08-04
610;3905045859254;1962-08-13
610;4301124766196;1962-08-13
611;3101217059189;1963-02-11
611;3508061722154;1963-02-11
612;5610317747237;1984-08-17
612;5810085632222;1984-08-17
613;5904301151195;1992-05-09
613;6310168664241;1992-05-09
614;5401267613191;1987-12-30
614;5811252660224;1987-12-30
615;6503092473249;1994-12-01
615;6710283140226;1994-12-01
616;7001181431170;1992-11-26
616;7212238086259;1992-11-26
617;6312187723212;1996-04-20
617;6703218744226;1996-04-20
618;5508108609190;1978-09-18
618;5701276636255;1978-09-18
619;4911146629245;1979-12-04
619;5310151288246;1979-12-04
620;5203136025163;1980-07-01
620;5404140810131;1980-07-01
621;5307233589261;1979-01-08
621;5606234862220;1979-01-08
622;6012204017147;1988-06-09
622;6202062418187;1988-06-09
623;4607020183193;1970-11-22
623;5004060682183;1970-11-22
624;5802243489297;1982-11-06
624;6204291560215;1982-11-06
625;4608035845201;1971-03-01
625;4911132488271;1971-03-01
626;5201032761155;1983-01-05
626;5604307360196;1983-01-05
627;5809267727265;1984-02-20
627;6003117512122;1984-02-20
628;5105221241137;1979-03-12
628;5505246324198;1979-03-12
629;5510035773210;1984-09-13
629;5912213310159;1984-09-13
630;6005057249216;1986-03-12
630;6404252146224;1986-03-12
631;5001175625178;1974-03-22
631;5402010176188;1974-03-22
632;6011172625181;1987-08-22
632;6401040630144;1987-08-22
633;4504183125203;1978-09-29
633;4908291514233;1978-09-29
634;4703031859228;1971-01-16
634;4908106818207;1971-01-16
635;4112247659229;1972-12-20
635;4304192116191;1972-12-20
636;5306083417199;1976-09-12
636;5501077170215;1976-09-12
637;4507187633218;1973-11-06
637;4902030130150;1973-11-06
638;6009105239179;1993-02-02
638;6404257554238;1993-02-02
639;4505180815193;1974-07-22
639;4911036070205;1974-07-22
640;6106166265227;1986-07-21
640;6306052440162;1986-07-21
641;6306057551194;1996-04-02
641;6708270372258;1996-04-02
642;5009194757239;1981-03-05
642;5302281120164;1981-03-05
643;4106153115147;1963-09-19
643;4403220642155;1963-09-19
644;8011220223149;2010-07-27
644;8411130280208;2010-07-27
645;7712165823230;2003-11-27
645;8103091362219;2003-11-27
646;6011018221116;1981-07-23
646;6211163174224;1981-07-23
647;6001174367231;1983-03-03
647;6305073312164;1983-03-03
648;5103137347194;1981-02-10
648;5506047062203;1981-02-10
649;4609122787244;1972-08-24
649;4804154382241;1972-08-24
650;5201223469222;1984-04-25
650;5608174044229;1984-04-25
651;4609300659228;1973-12-26
651;4807175852239;1973-12-26
652;4905148835235;1971-09-29
652;5210062400114;1971-09-29
653;4506218573215;1976-03-23
653;4702157328229;1976-03-23
654;4308210285199;1976-04-06
654;4704028350175;1976-04-06
655;4804063283242;1971-11-05
655;5209078104170;1971-11-05
656;7511271707228;2000-11-22
656;7812121614193;2000-11-22
657;7701114541189;2007-03-07
657;8001311112134;2007-03-07
658;5605101831146;1983-06-07
658;5803288648300;1983-06-07
659;5205283751206;1978-09-15
659;5612027608189;1978-09-15
660;6602067527233;1993-06-07
660;6909131868277;1993-06-07
661;6807234835238;1992-09-09
661;7104181482232;1992-09-09
662;4109018121109;1967-08-05
662;4412290016201;1967-08-05
663;5704120283216;1980-03-28
663;6107246458237;1980-03-28
664;6511071707201;1998-12-12
664;6907011124181;1998-12-12
665;5405128735194;1976-03-20
665;5606113754198;1976-03-20
666;3902096385283;1964-02-11
666;4306183584242;1964-02-11
667;5111198469273;1981-08-25
667;5512010350140;1981-08-25
668;5102112405115;1982-09-07
668;5505232150176;1982-09-07
669;6108027063179;1992-10-08
669;6508201130146;1992-10-08
670;5609300323165;1982-01-01
670;5907275764286;1982-01-01
671;5908316363246;1985-03-30
671;6302160512156;1985-03-30
672;5709158649276;1980-11-17
672;6101023178205;1980-11-17
673;5601097003193;1987-11-28
673;5801270028243;1987-11-28
674;6712242431198;1995-05-21
674;6911141170225;1995-05-21
675;5902070377274;1983-08-21
675;6209230180189;1983-08-21
676;4906177815236;1978-05-12
676;5305207384213;1978-05-12
677;4108038751155;1968-11-25
677;4310145562185;1968-11-25
678;6302022479227;1993-06-06
678;6707165552240;1993-06-06
679;6410034859234;1987-10-29
679;6701231430177;1987-10-29
680;6701185761252;1990-04-02
680;7109023340141;1990-04-02
681;6006146113146;1985-06-14
681;6306033018176;1985-06-14
682;5309036265205;1975-12-01
682;5605036144196;1975-12-01
683;4204294205184;1972-05-21
683;4604151588262;1972-05-21
684;5402172843204;1980-08-05
684;5603238700160;1980-08-05
685;5012150519171;1975-02-06
685;5211116816156;1975-02-06
686;5708286607249;1985-11-06
686;6012116356183;1985-11-06
687;4510026131141;1973-02-06
687;4911077880253;1973-02-06
688;6303311649220;1993-05-03
688;6501212238206;1993-05-03
689;5706215869265;1980-11-05
689;6001224660159;1980-11-05
690;4910081443222;1981-12-22
690;5310301852166;1981-12-22
691;5810292419267;1982-05-28
691;6010034674187;1982-05-28
692;6112258569265;1993-08-10
692;6511167334223;1993-08-10
693;5809150725214;1983-03-22
693;6203022182178;1983-03-22
694;4807264363249;1980-04-14
694;5208200120104;1980-04-14
695;4511124759225;1977-11-28
695;4903032140166;1977-11-28
696;6703011787244;1995-08-01
696;7002011530107;1995-08-01
697;4809113433178;1980-10-19
697;5101133506139;1980-10-19
698;6608037403171;1999-08-19
698;7007226430151;1999-08-19
699;5712125019209;1983-07-25
699;5907297472298;1983-07-25
700;5006212341128;1973-12-29
700;5403282774254;1973-12-29
701;4202257649231;1967-07-11
701;4505285280239;1967-07-11
702;5202226541159;1983-05-16
702;5606124760189;1983-05-16
703;5402235029210;1983-10-12
703;5712168142225;1983-10-12
704;4907271277290;1976-07-22
704;5308021342144;1976-07-22
705;6010018203111;1986-03-12
705;6312145344199;1986-03-12
706;5409118373209;1980-05-17
706;5708195468303;1980-05-17
707;3902036525189;1965-08-27
707;4201243284208;1965-08-27
708;5701261275258;1984-04-03
708;6110142236178;1984-04-03
709;5203126389241;1980-01-26
709;5605014284213;1980-01-26
710;5408038737209;1986-05-22
710;5711043778261;1986-05-22
711;5208074723174;1976-01-02
711;5511012760158;1976-01-02
712;6312210437185;1993-11-13
712;6509287086307;1993-11-13
713;6902286653283;1991-12-31
713;7109274412185;1991-12-31
714;6806217067265;1994-11-27
714;7203136026188;1994-11-27
715;5101014623117;1978-06-19
715;5301225830149;1978-06-19
716;4009182249217;1967-03-12
716;4304227678239;1967-03-12
717;5106270569247;1982-03-09
717;5308286202182;1982-03-09
718;3905017841174;1968-03-03
718;4106204850132;1968-03-03
719;5111031431118;1980-10-03
719;5402093042197;1980-10-03
720;7211211077221;1998-03-22
720;7605192748287;1998-03-22
721;6305105217164;1993-04-25
721;6707222612177;1993-04-25
722;4110211505114;1965-03-29
722;4311261760185;1965-03-29
723;4807303227204;1970-04-02
723;5008120834139;1970-04-02
724;6209201159207;1988-03-13
724;6407043670195;1988-03-13
725;5508315067240;1980-11-28
725;5804178080259;1980-11-28
726;4706028783229;1977-12-28
726;5109210776198;1977-12-28
727;5601096815221;1980-03-14
727;5912288180284;1980-03-14
728;6002040877204;1988-03-26
728;6405042574217;1988-03-26
729;5604146519223;1987-06-13
729;5804074612195;1987-06-13
730;4304220835163;1971-02-03
730;4605023228182;1971-02-03
731;4712257481247;1972-08-08
731;4905274666285;1972-08-08
732;5806305385259;1986-07-09
732;6103270586250;1986-07-09
733;5409292001176;1985-03-22
733;5603180000155;1985-03-22
734;4711067661219;1970-07-11
734;5001028526149;1970-07-11
735;4011094019187;1967-09-18
735;4208234366208;1967-09-18
736;5010107609147;1975-05-15
736;5412202750154;1975-05-15
737;5406258067259;1981-08-17
737;5602174660219;1981-08-17
738;4707098683278;1972-03-11
738;5104274032176;1972-03-11
739;4409222301121;1974-06-21
739;4709260380229;1974-06-21
740;4806174555253;1979-10-26
740;5207171458232;1979-10-26
741;4111027219156;1972-01-19
741;4410264560198;1972-01-19
742;6306047453200;1989-09-18
742;6503094832216;1989-09-18
743;4411161337201;1974-12-12
743;4809291052244;1974-12-12
744;5911016443198;1982-10-20
744;6303078460209;1982-10-20
745;5409036227190;1986-12-08
745;5805201600133;1986-12-08
746;4104302665175;1970-06-25
746;4412015558197;1970-06-25
747;3610255561206;1959-03-25
747;3908153784258;1959-03-25
748;6010098259254;1986-04-28
748;6308312878250;1986-04-28
749;6009140649205;1990-06-17
749;6303138610147;1990-06-17
750;5708128147235;1981-09-26
750;6104305384210;1981-09-26
751;4901135043202;1977-09-06
751;5109261130152;1977-09-06
752;6801197079330;1992-07-22
752;7004232482202;1992-07-22
753;6510022233162;1989-10-07
753;6812144170228;1989-10-07
754;6110251569242;1992-04-09
754;6309054450180;1992-04-09
755;5410098549267;1977-07-18
755;5808141048241;1977-07-18
756;4703273713201;1977-04-10
756;5011255400121;1977-04-10
757;5908293261269;1985-06-19
757;6211241422157;1985-06-19
758;5811011671191;1983-11-19
758;6005057652180;1983-11-19
759;4807257063248;1971-07-25
759;501221210296;1971-07-25
760;5710302879264;1980-10-08
760;5909116352213;1980-10-08
761;5411186453230;1975-10-11
761;5612106432164;1975-10-11
762;6401282557262;1987-12-07
762;6612277068299;1987-12-07
763;6304200773188;1985-09-11
763;6503140662203;1985-09-11
764;6304067021167;1996-09-11
764;6706281778312;1996-09-11
765;6008308747205;1983-05-26
765;6211153318193;1983-05-26
766;5603037185240;1982-04-23
766;5912053512185;1982-04-23
767;5611052449235;1984-09-10
767;6004178178260;1984-09-10
768;5106178221167;1978-06-22
768;5305313806164;1978-06-22
769;3407305773195;1962-06-04
769;3707075646231;1962-06-04
770;5407194451220;1982-08-09
770;5807084184277;1982-08-09
771;5602042087244;1978-07-05
771;5801104700130;1978-07-05
772;5912258309256;1983-03-05
772;6107244312152;1983-03-05
773;5909147523219;1991-04-21
773;6309261554225;1991-04-21
774;5210312663183;1980-10-05
774;5406076502165;1980-10-05
775;5405098771242;1985-08-05
775;5604123740166;1985-08-05
776;7307083119229;1999-06-26
776;7707203460204;1999-06-26
777;5903223257248;1983-07-08
777;6101247658236;1983-07-08
778;7011026867210;1999-09-05
778;7211152440171;1999-09-05
779;6303256839247;1993-04-16
779;6506087126233;1993-04-16
780;5803250351212;1981-05-16
780;6212297518245;1981-05-16
781;4406298673265;1972-08-13
781;4706196080253;1972-08-13
782;4404110363162;1965-09-04
782;4604200378222;1965-09-04
783;3209193307183;1963-06-01
783;3411118502118;1963-06-01
784;5005093831164;1982-11-25
784;5312176562220;1982-11-25
785;5905253713212;1984-07-27
785;6309278458280;1984-07-27
786;5103068675225;1981-02-16
786;5507075032192;1981-02-16
787;3908226755235;1962-12-05
787;4210056186221;1962-12-05
788;5402011289222;1976-09-03
788;5602073538235;1976-09-03
789;5710204169245;1987-12-23
789;6107187610169;1987-12-23
790;5110220179214;1976-02-11
790;5504294302194;1976-02-11
791;5512201649211;1980-10-18
791;5711234222183;1980-10-18
792;6007165301137;1991-01-13
792;6303078658258;1991-01-13
793;5301092021161;1986-01-17
793;5702088540217;1986-01-17
794;5808245061231;1990-07-21
794;6203094538234;1990-07-21
795;5401276635227;1987-03-24
795;5806250330190;1987-03-24
796;3901276303200;1972-01-03
796;4308097250196;1972-01-03
797;4805182813206;1975-05-22
797;5109236000118;1975-05-22
798;3412088573229;1963-09-30
798;3707074354220;1963-09-30
799;4501293715213;1969-09-22
799;4906134480223;1969-09-22
800;5111094303155;1974-05-01
800;5303143010124;1974-05-01
801;4309281033191;1964-07-03
801;4502091752205;1964-07-03
802;5206200651141;1974-01-03
802;5410122304136;1974-01-03
803;4807162159265;1972-06-26
803;5107045820128;1972-06-26
804;6304166289285;1993-08-24
804;6701312604178;1993-08-24
805;6003120387204;1985-10-24
805;6410292640214;1985-10-24
806;5604018087243;1983-02-15
806;5809247542232;1983-02-15
807;5911212127211;1983-03-10
807;6108071740164;1983-03-10
808;6008171307175;1986-05-03
808;6209294166267;1986-05-03
809;5312106009161;1981-11-18
809;5607254268271;1981-11-18
810;6007254217186;1984-04-24
810;6304191138238;1984-04-24
811;5006128111115;1975-12-25
811;5401073206176;1975-12-25
812;6503277707236;1987-09-25
812;6712265208241;1987-09-25
813;6705232883254;1996-08-17
813;7109191322189;1996-08-17
814;5611241471214;1986-01-19
814;6001247864212;1986-01-19
815;5803042051190;1986-01-06
815;6202104364176;1986-01-06
816;5103122127152;1977-02-12
816;5507226580214;1977-02-12
817;6101156747216;1985-10-12
817;6503267574269;1985-10-12
818;6904171535249;1992-10-16
818;7208021834165;1992-10-16
819;6006045401114;1987-07-31
819;6402178226228;1987-07-31
820;4503271261207;1970-12-24
820;4812023224168;1970-12-24
821;4002153759206;1969-01-29
821;4309193242199;1969-01-29
822;5606066629240;1985-07-23
822;5906108338233;1985-07-23
823;6201068069252;1988-06-19
823;6603203552190;1988-06-19
824;5207035287225;1982-05-25
824;5511084104181;1982-05-25
825;5007316183198;1973-11-28
825;5209181250183;1973-11-28
826;5907233525221;1988-04-03
826;6302216764209;1988-04-03
827;4803180143218;1973-06-05
827;5208301728178;1973-06-05
828;7309243863231;2002-10-29
828;7703207564241;2002-10-29
829;7204112085210;2003-11-29
829;7602136504188;2003-11-29
830;6209163865234;1992-09-24
830;6603087048268;1992-09-24
831;7401184507223;1998-02-02
831;7811020604171;1998-02-02
832;7904067449296;2001-07-14
832;8102252344207;2001-07-14
833;7003052315154;1995-09-04
833;7403065844223;1995-09-04
834;7007192619226;1999-08-17
834;7306144386256;1999-08-17
835;6003028317156;1986-06-12
835;6402106526176;1986-06-12
836;6107180843198;1984-08-23
836;6301263510159;1984-08-23
837;5610038189271;1977-07-09
837;5803037410159;1977-07-09
838;6807176313226;1991-11-11
838;7204180140183;1991-11-11
839;5204234057208;1979-11-13
839;5506213476229;1979-11-13
840;5902030557230;1991-07-01
840;6203310676216;1991-07-01
841;5007234145175;1972-05-16
841;5204051230130;1972-05-16
842;5912134721187;1982-05-04
842;6204082886256;1982-05-04
843;5202151467215;1978-12-04
843;5411180264226;1978-12-04
844;5808281805229;1983-08-24
844;6205203650151;1983-08-24
845;4210165153186;1971-03-29
845;4407022088219;1971-03-29
846;4904274313215;1974-07-19
846;5204051712131;1974-07-19
847;4101093083209;1971-09-28
847;4506215308176;1971-09-28
848;4207022157172;1973-08-28
848;4406127486232;1973-08-28
849;4808227849260;1972-08-09
849;5207305722147;1972-08-09
850;5612053025189;1988-11-25
850;5910310324194;1988-11-25
851;4806198607249;1978-07-12
851;5112124112116;1978-07-12
852;6306046335192;1987-06-28
852;6710255878301;1987-06-28
853;6606224547236;1988-03-15
853;6906170230210;1988-03-15
854;7709134243222;2001-02-14
854;7905118352233;2001-02-14
855;7103043565204;1995-11-20
855;7411023678243;1995-11-20
856;5611100247187;1985-08-21
856;5902058562242;1985-08-21
857;4012223611104;1968-09-04
857;4410254258235;1968-09-04
858;5104194601153;1983-09-10
858;5406235340172;1983-09-10
859;4005128325144;1961-08-31
859;4206223582188;1961-08-31
860;6502103503135;1993-10-15
860;6806237628256;1993-10-15
861;7006066157224;2003-07-05
861;7407063038232;2003-07-05
862;6810023871214;1992-07-19
862;7001148856220;1992-07-19
863;5704112789262;1978-12-15
863;5906263760244;1978-12-15
864;3609133783217;1959-04-27
864;3806038516190;1959-04-27
865;3604177751211;1965-08-11
865;400721181088;1965-08-11
866;4111274455210;1971-12-16
866;4512078256238;1971-12-16
867;2709198327242;1951-11-23
867;3007136156170;1951-11-23
868;5703181503191;1982-05-19
868;5907284466301;1982-05-19
869;5102040621113;1978-11-10
869;5312055582212;1978-11-10
870;6406197653253;1994-08-23
870;6607198558305;1994-08-23
871;5908092325241;1985-10-28
871;6305298334243;1985-10-28
872;3703065731177;1968-06-05
872;4108315368213;1968-06-05
873;2902230753195;1958-03-02
873;3303148052171;1958-03-02
874;3402077503153;1963-10-03
874;3611201710110;1963-10-03
875;4408038335182;1975-09-14
875;4801295350237;1975-09-14
876;6906186421235;1992-12-21
876;7310012800108;1992-12-21
877;6404084159263;1987-04-10
877;6604178760243;1987-04-10
878;4203078037202;1971-07-06
878;4406262574232;1971-07-06
879;4205091857223;1965-06-26
879;4609082702170;1965-06-26
880;6611077023209;1998-06-23
880;6903303226218;1998-06-23
881;5508053449235;1982-03-17
881;5806222288275;1982-03-17
882;5604244461214;1982-07-26
882;5911186602215;1982-07-26
883;6811088007243;1999-04-27
883;7205021330129;1999-04-27
884;5708233631190;1986-11-01
884;6003294860212;1986-11-01
885;5103123563167;1978-03-01
885;5309041524157;1978-03-01
886;5201224335169;1978-03-07
886;5503210382197;1978-03-07
887;4601227467239;1968-09-11
887;4905230662217;1968-09-11
888;6803228635237;1998-07-30
888;7006228342178;1998-07-30
889;6509288009259;1994-12-08
889;6712307116208;1994-12-08
890;4806088257274;1979-01-08
890;5201014154153;1979-01-08
891;5005158043175;1972-10-29
891;5304172108191;1972-10-29
892;6206114373189;1985-01-18
892;6404276046249;1985-01-18
893;5603072639241;1984-08-12
893;5908158066280;1984-08-12
894;3810256685270;1964-11-19
894;4211288210163;1964-11-19
895;3805186173256;1964-08-11
895;4110083332155;1964-08-11
896;4601170571212;1978-08-03
896;4904110202135;1978-08-03
897;4910308803182;1973-06-04
897;5211067082212;1973-06-04
898;6910126255243;1994-06-17
898;7304025140154;1994-06-17
899;6808240031198;1992-04-30
899;7202127656216;1992-04-30
900;6002036043152;1989-07-11
900;6312187140203;1989-07-11
901;6105142411129;1993-02-09
901;6410208658234;1993-02-09
902;4803055227214;1972-09-24
902;5001141656179;1972-09-24
903;4007230661149;1969-11-19
903;4409194558263;1969-11-19
904;6809181631227;1995-11-03
904;7102096108210;1995-11-03
905;5904192851250;1989-02-26
905;6106010824128;1989-02-26
906;3101248759220;1960-03-25
906;3505132174195;1960-03-25
907;3306264785240;1958-12-28
907;3511163664214;1958-12-28
908;5808256811204;1991-08-26
908;6202283872238;1991-08-26
909;5904147757271;1989-05-13
909;6303166236218;1989-05-13
910;3707193147250;1966-12-28
910;4110054808157;1966-12-28
911;4002124535140;1962-01-25
911;4201237676222;1962-01-25
912;4712163425207;1975-06-20
912;5108030748180;1975-06-20
913;4605046805172;1976-09-18
913;5003302224129;1976-09-18
914;6610032773217;1995-02-27
914;6912118142213;1995-02-27
915;6608131475239;1996-12-28
915;6901307708229;1996-12-28
916;7606263665275;2009-10-26
916;8004223634178;2009-10-26
917;5610262883257;1988-07-04
917;5902254736251;1988-07-04
918;5806136857257;1989-07-22
918;6206205776219;1989-07-22
919;5612083775262;1984-05-03
919;5905286346286;1984-05-03
920;7604286487326;2001-06-04
920;7808223612197;2001-06-04
921;6810236357267;1992-07-16
921;7003214256192;1992-07-16
922;5405044213150;1979-07-15
