pesel;name;surname;second_surname;city;gender;birthday
6709167829273;WOJCIECH;LEWICKI;LEWICKI;Wrocław;M;1967-09-16
6501035632173;JOANNA;MALICKI;MICHALAK;Toruń;K;1965-01-03
6104160575219;KRZYSZTOF;MALICKI;MALICKI;Toruń;M;1961-04-16
6807241460224;ANNA;MORAWSKI;BIELAK;Rzeszów;K;1968-07-24
6505042747220;HUBERT;MORAWSKI;MORAWSKI;Mińsk Mazowiecki;M;1965-05-04
7110118216166;ALEKSANDRA;BUKOWSKI;SOSNOWSKI;Kamienna Góra;K;1971-10-11
6708297137290;JANUSZ;BUKOWSKI;BUKOWSKI;Kamienna Góra;M;1967-08-29
6806264472269;WIKTORIA;STĘPIEŃ;STACHURA;Gdynia;K;1968-06-26
6506308731187;MAREK;STĘPIEŃ;STĘPIEŃ;Złotoryja;M;1965-06-30
7805302640199;JOANNA;LEWANDOWSKI;SZYMCZYK;Krosno;K;1978-05-30
7606191089321;WALDEMAR;LEWANDOWSKI;LEWANDOWSKI;Krosno;M;1976-06-19
6804051820178;MARIANNA;WIĘCEK;JANIK;Aleksandrów Kujawski;K;1968-04-05
6606026215180;WOJCIECH;WIĘCEK;WIĘCEK;Ciechanów;M;1966-06-02
7401074056240;JUSTYNA;JANISZEWSKI;ADAMCZYK;Bełchatów;K;1974-01-07
7007174145212;MARCIN;JANISZEWSKI;JANISZEWSKI;Rzeszów;M;1970-07-17
7305114642173;MIROSŁAWA;LEWANDOWSKI;PAWELEC;Białystok;K;1973-05-11
6902261835252;PIOTR;LEWANDOWSKI;LEWANDOWSKI;Białystok;M;1969-02-26
7512145166252;HANNA;WIŚNIEWSKI;BEDNARZ;Opole;K;1975-12-14
7302063313170;MARIUSZ;WIŚNIEWSKI;WIŚNIEWSKI;Opole;M;1973-02-06
6408317308204;DANUTA;MALINOWSKI;JÓŹWIAK;Białystok;K;1964-08-31
6009133745180;KRZYSZTOF;MALINOWSKI;MALINOWSKI;Białystok;M;1960-09-13
7308294502204;ANNA;DROZD;KAMIŃSKI;Gliwice;K;1973-08-29
7106206559225;ZDZISŁAW;DROZD;DROZD;Gliwice;M;1971-06-20
7706111612166;NATALIIA;DĘBSKI;KUBIAK;Szczecin;K;1977-06-11
7512142659260;WALDEMAR;DĘBSKI;DĘBSKI;Szczecin;M;1975-12-14
6803232136228;ELŻBIETA;SIENKIEWICZ;ZAGÓRSKI;Działdowo;K;1968-03-23
6605011521141;JÓZEF;SIENKIEWICZ;SIENKIEWICZ;Cieszyn;M;1966-05-01
7604010030143;MARIA;WÓJCIK;SKOWROŃSKI;Wrocław;K;1976-04-01
7212130165202;MATEUSZ;WÓJCIK;WÓJCIK;Wrocław;M;1972-12-13
6812257006231;MARIOLA;FLOREK;MIKOŁAJCZAK;Leszno;K;1968-12-25
6609127205186;MIECZYSŁAW;FLOREK;FLOREK;Radom;M;1966-09-12
8006013742151;JADWIGA;ZIELIŃSKI;LEWANDOWSKI;Zamość;K;1980-06-01
7711127567268;PIOTR;ZIELIŃSKI;ZIELIŃSKI;Zamość;M;1977-11-12
6710013662196;HELENA;WINIARSKI;ŁUCZAK;Chorzów;K;1967-10-01
6309068585262;YURII;WINIARSKI;WINIARSKI;Zielona Góra;M;1963-09-06
6507288710210;KRYSTYNA;KOWALSKI;RACZYŃSKI;Legnica;K;1965-07-28
6307248037228;PIOTR;KOWALSKI;KOWALSKI;Człuchów;M;1963-07-24
8108284276280;MIRELA;KAŁUŻA;DOBROWOLSKI;Busko-Zdrój;K;1981-08-28
7711170771251;ROBERT;KAŁUŻA;KAŁUŻA;Busko-Zdrój;M;1977-11-17
7310244068255;SYLWIA;KLIMEK;AUGUSTYNIAK;Nowy Dwór Mazowiecki;K;1973-10-24
7109066421168;ROMUALD;KLIMEK;KLIMEK;Nowy Dwór Mazowiecki;M;1971-09-06
8208127536212;MIROSŁAWA;CZAPLA;TARNOWSKI;Warszawa;K;1982-08-12
7903217717240;SEBASTIAN;CZAPLA;CZAPLA;Warszawa;M;1979-03-21
7805303682252;MAGDALENA;MALINOWSKI;JAWORSKI;Kraków;K;1978-05-30
7507186475290;PIOTR;MALINOWSKI;MALINOWSKI;Kraków;M;1975-07-18
7109124234171;MAŁGORZATA;ADAMSKI;PALUCH;Gniezno;K;1971-09-12
6805258653264;BARTŁOMIEJ;ADAMSKI;ADAMSKI;Gniezno;M;1968-05-25
6905177130229;ALINA;KWIECIŃSKI;ŚWIĄTEK;Tuchola;K;1969-05-17
6706214461211;BARTOSZ;KWIECIŃSKI;KWIECIŃSKI;Tuchola;M;1967-06-21
8103255062218;AGNIESZKA;WRONA;KUREK;Mława;K;1981-03-25
7903224029254;PRZEMYSŁAW;WRONA;WRONA;Bolesławiec;M;1979-03-22
8201130564204;ADRIANA;KOŁODZIEJ;ZIÓŁKOWSKI;Szczecin;K;1982-01-13
7810137345247;RAFAŁ;KOŁODZIEJ;KOŁODZIEJ;Przemyśl;M;1978-10-13
7802153604208;ELŻBIETA;JANIAK;WOŹNIAK;Łask;K;1978-02-15
7404012431146;DAMIAN;JANIAK;JANIAK;Łask;M;1974-04-01
6602024216177;SYLWIA;KALETA;RADOMSKI;Poznań;K;1966-02-02
6306162407191;DAMIAN;KALETA;KALETA;Poznań;M;1963-06-16
6701260708227;JOANNA;KWIATKOWSKI;SZCZYGIEŁ;Kraków;K;1967-01-26
6302254723188;KONRAD;KWIATKOWSKI;KWIATKOWSKI;Kraków;M;1963-02-25
6506257340208;JAGODA;GAŁĄZKA;DOBOSZ;Rzeszów;K;1965-06-25
6210194829244;PIOTR;GAŁĄZKA;GAŁĄZKA;Rzeszów;M;1962-10-19
8307074172239;KLAUDIA;NOWAKOWSKI;JABŁOŃSKI;Pionki;K;1983-07-07
7912210025209;ANDRZEJ;NOWAKOWSKI;NOWAKOWSKI;Pionki;M;1979-12-21
6810077062251;MARIIA;CZERWIŃSKI;WYSOCKI;Iława;K;1968-10-07
6409293501193;CZESŁAW;CZERWIŃSKI;CZERWIŃSKI;Tomaszów Mazowiecki;M;1964-09-29
8108261148243;AGNIESZKA;BIAŁY;JAŚKIEWICZ;Kraków;K;1981-08-26
7911211365250;JACEK;BIAŁY;BIAŁY;Kraków;M;1979-11-21
6401098302187;RENATA;ROSIŃSKI;GRABOWSKI;Gliwice;K;1964-01-09
6011035215140;KACPER;ROSIŃSKI;ROSIŃSKI;Gliwice;M;1960-11-03
7502032608189;MAJA;GRABOWSKI;KONOPKA;Szczecin;K;1975-02-03
7311018165209;ROBERT;GRABOWSKI;GRABOWSKI;Szczecin;M;1973-11-01
6209042560170;HANNA;PIOTROWSKI;JEZIERSKI;Bełchatów;K;1962-09-04
6002227461174;PIOTR;PIOTROWSKI;PIOTROWSKI;Bełchatów;M;1960-02-22
7902122856252;JOLANTA;DUDEK;DOMAGAŁA;Sosnowiec;K;1979-02-12
7506033017192;DANIEL;DUDEK;DUDEK;Białystok;M;1975-06-03
8111145702156;JOANNA;PAWLAK;MŁYNARCZYK;Pleszew;K;1981-11-14
7911167869327;NATAN;PAWLAK;PAWLAK;Pleszew;M;1979-11-16
6905043380234;DANUTA;JAKUBOWSKI;ADAMCZYK;Chełmża;K;1969-05-04
6703036615195;ŁUKASZ;JAKUBOWSKI;JAKUBOWSKI;Chełmża;M;1967-03-03
6612097814230;MAGDALENA;CIEŚLA;SZEWCZYK;Kłodzko;K;1966-12-09
6405077011173;LESZEK;CIEŚLA;CIEŚLA;Kłodzko;M;1964-05-07
7608105732185;KAROLINA;KOWALSKI;KUCHARCZYK;Warszawa;K;1976-08-10
7210162445212;TADEUSZ;KOWALSKI;KOWALSKI;Nowy Dwór Mazowiecki;M;1972-10-16
7909262376309;MAGDALENA;MAZURKIEWICZ;MRÓZ;Warszawa;K;1979-09-26
7505270121196;DAWID;MAZURKIEWICZ;MAZURKIEWICZ;Warszawa;M;1975-05-27
6405047512164;DAGMARA;FILIPEK;ADAMCZYK;Cieszyn;K;1964-05-04
6209202207152;GRZEGORZ;FILIPEK;FILIPEK;Cieszyn;M;1962-09-20
6603215852206;BEATA;SZYMAŃSKI;BUKOWSKI;Sulechów;K;1966-03-21
6304021337175;ŁUKASZ;SZYMAŃSKI;SZYMAŃSKI;Błonie;M;1963-04-02
6908053726236;KATARZYNA;CIEŚLAK;PIĄTEK;Piotrków Trybunalski;K;1969-08-05
6503070143199;PIOTR;CIEŚLAK;CIEŚLAK;Piotrków Trybunalski;M;1965-03-07
7504197508256;BEATA;NOWAK;CHOJNACKI;Wrocław;K;1975-04-19
7203038863208;WOJCIECH;NOWAK;NOWAK;Wrocław;M;1972-03-03
8308154024203;GABRIELA;LIPSKI;GRABOWSKI;Bielawa;K;1983-08-15
7905255503225;GRZEGORZ;LIPSKI;LIPSKI;Bielawa;M;1979-05-25
7910181068307;ELŻBIETA;PODGÓRSKI;SOWIŃSKI;Krosno;K;1979-10-18
7612178081271;SZYMON;PODGÓRSKI;PODGÓRSKI;Krosno;M;1976-12-17
6706276438281;ANETA;URBAN;PIĄTKOWSKI;Jelenia Góra;K;1967-06-27
6510185763254;MARIUSZ;URBAN;URBAN;Jelenia Góra;M;1965-10-18
6605291156273;MARIA;GAJDA;CHMIELEWSKI;Katowice;K;1966-05-29
6407188483275;PRZEMYSŁAW;GAJDA;GAJDA;Katowice;M;1964-07-18
8104107678238;KAZIMIERA;BEDNAREK;ZAJĄC;Ruda Śląska;K;1981-04-10
7801310527226;MIECZYSŁAW;BEDNAREK;BEDNAREK;Ruda Śląska;M;1978-01-31
8109294278302;LENA;MATUSZEWSKI;DĄBROWSKI;Tarnów;K;1981-09-29
7811193647295;MICHAŁ;MATUSZEWSKI;MATUSZEWSKI;Tarnów;M;1978-11-19
8101246330174;ZOFIA;NIEMIEC;LASKOWSKI;Radomsko;K;1981-01-24
7711011761194;GRZEGORZ;NIEMIEC;NIEMIEC;Radomsko;M;1977-11-01
6007164124171;BOGUMIŁA;PIOTROWSKI;URBAN;Marki;K;1960-07-16
5709226755240;SEBASTIAN;PIOTROWSKI;PIOTROWSKI;Marki;M;1957-09-22
7604211164220;JULIA;DUDZIŃSKI;PAWŁOWSKI;Świecie;K;1976-04-21
7407067583259;WŁADYSŁAW;DUDZIŃSKI;DUDZIŃSKI;Warszawa;M;1974-07-06
5006100058161;EWA;JUSZCZAK;ADAMSKI;Bełchatów;K;1950-06-10
4806117739232;LECH;JUSZCZAK;JUSZCZAK;Bełchatów;M;1948-06-11
6506207572216;EDYTA;ROMANOWSKI;MAZUREK;Poznań;K;1965-06-20
6201033205136;KRZYSZTOF;ROMANOWSKI;ROMANOWSKI;Poznań;M;1962-01-03
4603160288262;BARBARA;ŚWIĄTEK;MICHAŁOWSKI;Ruda Śląska;K;1946-03-16
4303298041208;PATRYK;ŚWIĄTEK;ŚWIĄTEK;Ruda Śląska;M;1943-03-29
5901124468258;WIOLETTA;NOWAK;STĘPNIAK;Bielsko-Biała;K;1959-01-12
5501151041171;IGOR;NOWAK;NOWAK;Bielsko-Biała;M;1955-01-15
6307101806144;MARTYNA;KISIEL;GŁOWACKI;Szczecin;K;1963-07-10
5902197401214;WIKTOR;KISIEL;KISIEL;Szczecin;M;1959-02-19
5411176340192;ANASTASIIA;MRÓZ;RZEPKA;Gdynia;K;1954-11-17
5101115079210;DARIUSZ;MRÓZ;MRÓZ;Gdynia;M;1951-01-11
7808167482289;MAGDALENA;STRZELCZYK;DĄBROWSKI;Słupsk;K;1978-08-16
7502111721151;JÓZEF;STRZELCZYK;STRZELCZYK;Słupsk;M;1975-02-11
6801115476251;ANNA;MAJEWSKI;PAWLIKOWSKI;Warszawa;K;1968-01-11
6402287203202;KRZYSZTOF;MAJEWSKI;MAJEWSKI;Rybnik;M;1964-02-28
6109046536190;JOLANTA;WRÓBEL;KĘDZIERSKI;Wrocław;K;1961-09-04
5907168625249;JAN;WRÓBEL;WRÓBEL;Wrocław;M;1959-07-16
6607254202184;JANINA;PAWLIK;TARNOWSKI;Bielsk Podlaski;K;1966-07-25
6305106329191;DARIUSZ;PAWLIK;PAWLIK;Bielsk Podlaski;M;1963-05-10
6511264422201;BARBARA;CHMIELEWSKI;ORŁOWSKI;Mława;K;1965-11-26
6105201153154;HENRYK;CHMIELEWSKI;CHMIELEWSKI;Mława;M;1961-05-20
5402010044146;OLENA;NAWROCKI;JAWORSKI;Świebodzice;K;1954-02-01
5107055713146;ADAM;NAWROCKI;NAWROCKI;Świebodzice;M;1951-07-05
5107106746171;BOGUMIŁA;RATAJCZAK;MUSIAŁ;Lublin;K;1951-07-10
4809044267246;JÓZEF;RATAJCZAK;RATAJCZAK;Elbląg;M;1948-09-04
6412051460183;ZOFIA;WYSOCKI;MAZUR;Warszawa;K;1964-12-05
6205191015192;MIROSŁAW;WYSOCKI;WYSOCKI;Warszawa;M;1962-05-19
6608021144186;JULIA;NOWAK;WIŚNIEWSKI;Zabrze;K;1966-08-02
6210068233187;JAN;NOWAK;NOWAK;Zabrze;M;1962-10-06
6208028760175;ALICJA;WOŹNIAK;BUJAK;Warszawa;K;1962-08-02
5906230439247;KRZYSZTOF;WOŹNIAK;WOŹNIAK;Warszawa;M;1959-06-23
5909234536242;MARIA;ŻAK;NOWICKI;Kraków;K;1959-09-23
5709078483273;JAKUB;ŻAK;ŻAK;Kraków;M;1957-09-07
7211167106196;ELŻBIETA;MACIEJEWSKI;BARANOWSKI;Bielsk Podlaski;K;1972-11-16
7002161843184;KRZYSZTOF;MACIEJEWSKI;MACIEJEWSKI;Bielsk Podlaski;M;1970-02-16
6210141382200;MARTA;WILK;SOŁTYS;Grudziądz;K;1962-10-14
5905295049308;MATEUSZ;WILK;WILK;Grudziądz;M;1959-05-29
5010297082236;MARZENA;WIĘCKOWSKI;ANDRZEJCZAK;Bytom;K;1950-10-29
4808031351179;KRZYSZTOF;WIĘCKOWSKI;WIĘCKOWSKI;Bytom;M;1948-08-03
5612121118184;ELŻBIETA;LEWANDOWSKI;BUKOWSKI;Puławy;K;1956-12-12
5312265115191;GERARD;LEWANDOWSKI;LEWANDOWSKI;Puławy;M;1953-12-26
6501231208190;MARIA;ZIELIŃSKI;MUSZYŃSKI;Bielsko-Biała;K;1965-01-23
6312200569220;NATAN;ZIELIŃSKI;ZIELIŃSKI;Bielsko-Biała;M;1963-12-20
5008166456213;MILENA;KWAŚNIEWSKI;KOWALEWSKI;Warszawa;K;1950-08-16
4709194017236;ANDRZEJ;KWAŚNIEWSKI;KWAŚNIEWSKI;Warszawa;M;1947-09-19
7008095602169;EMILIA;MALICKI;JAKUBIAK;Elbląg;K;1970-08-09
6611143081225;WOJCIECH;MALICKI;MALICKI;Elbląg;M;1966-11-14
4812105148214;BRONISŁAWA;BEDNARSKI;KACZMARSKI;Kraków;K;1948-12-10
4511172055219;MATEUSZ;BEDNARSKI;BEDNARSKI;Kraków;M;1945-11-17
5405204344175;KATARZYNA;JAKUBIAK;MALISZEWSKI;Poznań;K;1954-05-20
5202158029210;GRZEGORZ;JAKUBIAK;JAKUBIAK;Poznań;M;1952-02-15
7212284776280;JOANNA;MICHALIK;DUDZIAK;Białystok;K;1972-12-28
6806283863282;BOGUSŁAW;MICHALIK;MICHALIK;Białystok;M;1968-06-28
7204220434172;JOLANTA;BOŻEK;JĘDRZEJCZYK;Sieradz;K;1972-04-22
6804094563269;ANDRZEJ;BOŻEK;BOŻEK;Sieradz;M;1968-04-09
6301075644210;JOANNA;SKIBA;TOMCZAK;Tczew;K;1963-01-07
5908030073221;TADEUSZ;SKIBA;SKIBA;Tczew;M;1959-08-03
7904243378307;EWELINA;JANICKI;ZIELONKA;Białystok;K;1979-04-24
7707183347281;MIKOŁAJ;JANICKI;JANICKI;Poznań;M;1977-07-18
5111133542150;MAJA;KANIA;ŚLIWA;Kamienna Góra;K;1951-11-13
4706200383205;DARIUSZ;KANIA;KANIA;Kamienna Góra;M;1947-06-20
6204094514189;KAROLINA;GAŁĄZKA;KAMIŃSKI;Zabrze;K;1962-04-09
6002248455210;WOJCIECH;GAŁĄZKA;GAŁĄZKA;Zabrze;M;1960-02-24
6606120050170;KATARZYNA;ZIÓŁKOWSKI;WAWRZYNIAK;Łódź;K;1966-06-12
6302271353216;KRZYSZTOF;ZIÓŁKOWSKI;ZIÓŁKOWSKI;Łódź;M;1963-02-27
7203187266264;ELŻBIETA;AUGUSTYNIAK;PIEKARSKI;Łódź;K;1972-03-18
6810091111196;ŁUKASZ;AUGUSTYNIAK;AUGUSTYNIAK;Łódź;M;1968-10-09
6910074804217;ELŻBIETA;MARCINIAK;SAWICKI;Koszalin;K;1969-10-07
6501316817208;ARTUR;MARCINIAK;MARCINIAK;Koszalin;M;1965-01-31
5503214052179;LAURA;ZAJĄC;BOCHENEK;Kraków;K;1955-03-21
5207185803175;SZYMON;ZAJĄC;ZAJĄC;Kraków;M;1952-07-18
7202188148261;MAJA;WIŚNIEWSKI;KUC;Starogard Gdański;K;1972-02-18
6809042207204;EDWARD;WIŚNIEWSKI;WIŚNIEWSKI;Zielona Góra;M;1968-09-04
6105266270209;LENA;ŚLIWIŃSKI;MAZUREK;Warszawa;K;1961-05-26
5907048573256;SŁAWOMIR;ŚLIWIŃSKI;ŚLIWIŃSKI;Warszawa;M;1959-07-04
5501175554232;NATALIA;PAWLAK;KOWALEWSKI;Szczecin;K;1955-01-17
5101253789257;JÓZEF;PAWLAK;PAWLAK;Szczecin;M;1951-01-25
6311232112148;MAGDALENA;JANIK;BORKOWSKI;Bielsko-Biała;K;1963-11-23
5905193753267;GRZEGORZ;JANIK;JANIK;Bielsko-Biała;M;1959-05-19
5507112114147;WALERIA;ŁUKASZEWSKI;CICHOŃ;Gliwice;K;1955-07-11
5111282035198;JÓZEF;ŁUKASZEWSKI;ŁUKASZEWSKI;Gliwice;M;1951-11-28
6302102106135;JOANNA;STANKIEWICZ;BRZEZIŃSKI;Giżycko;K;1963-02-10
5907011477241;JAN;STANKIEWICZ;STANKIEWICZ;Giżycko;M;1959-07-01
5204300722129;MAŁGORZATA;PAWLAK;ADAMCZAK;Warszawa;K;1952-04-30
4910065083252;NIKODEM;PAWLAK;PAWLAK;Warszawa;M;1949-10-06
5904175436258;GABRIELA;WYSOCKI;KRAWCZYK;Wrocław;K;1959-04-17
5710070851206;JAKUB;WYSOCKI;WYSOCKI;Szczecin;M;1957-10-07
6909131360216;DOMINIKA;BOBER;JASIŃSKI;Leszno;K;1969-09-13
6507174713203;MACIEJ;BOBER;BOBER;Leszno;M;1965-07-17
5010193120148;JOANNA;KASZUBA;WÓJCIK;Zabrze;K;1950-10-19
4711158603184;PAWEŁ;KASZUBA;KASZUBA;Zabrze;M;1947-11-15
6505230526198;JOANNA;MAZUR;WALKOWIAK;Sosnowiec;K;1965-05-23
6201215007158;MACIEJ;MAZUR;MAZUR;Sosnowiec;M;1962-01-21
7606025432185;HELENA;PIETRZYK;WÓJCIK;Augustów;K;1976-06-02
7303125409192;DAWID;PIETRZYK;PIETRZYK;Augustów;M;1973-03-12
6308084414192;MARTA;JABŁOŃSKI;URBAŃCZYK;Augustów;K;1963-08-08
6010180125176;DAMIAN;JABŁOŃSKI;JABŁOŃSKI;Augustów;M;1960-10-18
6804293830239;WIKTORIA;JANKOWSKI;KOWALSKI;Kraków;K;1968-04-29
6611245285270;WIKTOR;JANKOWSKI;JANKOWSKI;Kraków;M;1966-11-24
6703044662220;KAROLINA;ZIELIŃSKI;ORŁOWSKI;Lubań;K;1967-03-04
6405198757284;MARCIN;ZIELIŃSKI;ZIELIŃSKI;Radom;M;1964-05-19
5911041888279;OLENA;DUDEK;WESOŁOWSKI;Inowrocław;K;1959-11-04
5708120219199;JACEK;DUDEK;DUDEK;Inowrocław;M;1957-08-12
6509062008202;AMELIA;ZAJĄCZKOWSKI;MOTYKA;Lubań;K;1965-09-06
6309298069306;KAROL;ZAJĄCZKOWSKI;ZAJĄCZKOWSKI;Lubań;M;1963-09-29
5705226470216;KINGA;ZAWADZKI;SKOWRON;Mysłowice;K;1957-05-22
5310308581204;JĘDRZEJ;ZAWADZKI;ZAWADZKI;Mysłowice;M;1953-10-30
6311285210179;LENA;GÓRSKI;CZAJKOWSKI;Dęblin;K;1963-11-28
6001214223133;MARIUSZ;GÓRSKI;GÓRSKI;Dęblin;M;1960-01-21
5305168470213;MARIANNA;WAWRZYNIAK;CIESIELSKI;Opole;K;1953-05-16
5009073753185;JAROSŁAW;WAWRZYNIAK;WAWRZYNIAK;Poznań;M;1950-09-07
6402238138231;MAGDALENA;BIAŁEK;KOSIŃSKI;Poznań;K;1964-02-23
6112300153160;SEBASTIAN;BIAŁEK;BIAŁEK;Poznań;M;1961-12-30
6804211008198;MARIA;PIOTROWSKI;MAZUR;Warszawa;K;1968-04-21
6411112839206;ZBIGNIEW;PIOTROWSKI;PIOTROWSKI;Warszawa;M;1964-11-11
6211117430140;MONIKA;RYBAK;SZYMAŃSKI;Warszawa;K;1962-11-11
6008268429231;DAMIAN;RYBAK;RYBAK;Warszawa;M;1960-08-26
7801061414206;MALWINA;GÓRKA;MAJCHRZAK;Kozienice;K;1978-01-06
7412034331166;BRAJAN;GÓRKA;GÓRKA;Szydłowiec;M;1974-12-03
7208054684238;URSZULA;GŁOWACKI;PIÓRKOWSKI;Szydłowiec;K;1972-08-05
6912112511165;MICHAŁ;GŁOWACKI;GŁOWACKI;Szydłowiec;M;1969-12-11
6602038854224;MAJA;KOWALSKI;CZECH;Żywiec;K;1966-02-03
6404014541153;MYKHAILO;KOWALSKI;KOWALSKI;Łódź;M;1964-04-01
7508124084241;ELŻBIETA;NOWICKI;KOPEĆ;Łódź;K;1975-08-12
7308240445213;PIOTR;NOWICKI;NOWICKI;Łódź;M;1973-08-24
5709141106186;PAULINA;MAJKA;JAWORSKI;Głogów;K;1957-09-14
5504195887300;LUDWIK;MAJKA;MAJKA;Głogów;M;1955-04-19
7104081408193;ANNA;ANTCZAK;DZIEDZIC;Puławy;K;1971-04-08
6902255007236;MACIEJ;ANTCZAK;ANTCZAK;Głogów;M;1969-02-25
7402046788274;ANNA;ADAMCZYK;WOLSKI;Sulechów;K;1974-02-04
7207160877255;MATEUSZ;ADAMCZYK;ADAMCZYK;Sulechów;M;1972-07-16
7009067720160;JANINA;WĄSIK;KARPIŃSKI;Sulechów;K;1970-09-06
6707225771234;JACEK;WĄSIK;WĄSIK;Sulechów;M;1967-07-22
5603035560185;URSZULA;WESOŁOWSKI;CZYŻEWSKI;Krotoszyn;K;1956-03-03
5404202427172;STANISŁAW;WESOŁOWSKI;WESOŁOWSKI;Sulejówek;M;1954-04-20
5505043466222;ANNA;KULA;JÓŹWIAK;Sulejówek;K;1955-05-04
5206113259200;STANISŁAW;KULA;KULA;Sulejówek;M;1952-06-11
5703121280197;DANUTA;STELMACH;KOWALCZYK;Gdynia;K;1957-03-12
5411117187236;JAKUB;STELMACH;STELMACH;Gdynia;M;1954-11-11
7205307674227;IRENA;KOZŁOWSKI;MAZUREK;Przemyśl;K;1972-05-30
6904178111220;JAKUB;KOZŁOWSKI;KOZŁOWSKI;Przemyśl;M;1969-04-17
4511126574212;NATALIA;MAJ;NAWROCKI;Ruda Śląska;K;1945-11-12
4303168875241;ANDRZEJ;MAJ;MAJ;Ruda Śląska;M;1943-03-16
4406292402175;ALFREDA;WÓJTOWICZ;NOWAK;Kraków;K;1944-06-29
4106067203135;MARIUSZ;WÓJTOWICZ;WÓJTOWICZ;Kraków;M;1941-06-06
8107177734227;ANNA;SZYMAŃSKI;MAREK;Wrocław;K;1981-07-17
7808300239246;GRZEGORZ;SZYMAŃSKI;SZYMAŃSKI;Wrocław;M;1978-08-30
6610313174234;JOANNA;BRZEZIŃSKI;KRUSZEWSKI;Trzcianka;K;1966-10-31
6203077715192;DARIUSZ;BRZEZIŃSKI;BRZEZIŃSKI;Trzcianka;M;1962-03-07
6012316510125;KRYSTYNA;WRONA;MAZUR;Lublin;K;1960-12-31
5607078453237;SERHII;WRONA;WRONA;Lublin;M;1956-07-07
5305134534173;MARTA;LIS;CZAJKA;Lublin;K;1953-05-13
5107173321154;MARIAN;LIS;LIS;Lublin;M;1951-07-17
5311202408154;MICHALINA;ROGOWSKI;DUDEK;Chorzów;K;1953-11-20
5011095755214;ŁUKASZ;ROGOWSKI;ROGOWSKI;Chorzów;M;1950-11-09
5301190074230;GABRIELA;RUTKOWSKI;ZAGÓRSKI;Chorzów;K;1953-01-19
5007213245159;SZYMON;RUTKOWSKI;RUTKOWSKI;Chorzów;M;1950-07-21
5505224366228;ZUZANNA;URBAN;ŻUK;Mysłowice;K;1955-05-22
5206275805190;PAWEŁ;URBAN;URBAN;Słupsk;M;1952-06-27
5004031360130;JOLANTA;WALKOWIAK;KULIG;Słupsk;K;1950-04-03
4711203577233;ZENON;WALKOWIAK;WALKOWIAK;Słupsk;M;1947-11-20
6704131416195;MARCELINA;LESZCZYŃSKI;MACIEJEWSKI;Elbląg;K;1967-04-13
6403143345205;SEBASTIAN;LESZCZYŃSKI;LESZCZYŃSKI;Elbląg;M;1964-03-14
7108267102174;IZABELA;ŁUCZAK;ZWOLIŃSKI;Elbląg;K;1971-08-26
6712134849257;FRANCISZEK;ŁUCZAK;ŁUCZAK;Elbląg;M;1967-12-13
7112294100169;BOŻENA;PIOTROWSKI;MAZUR;Drawsko Pomorskie;K;1971-12-29
6904084335254;BARTOSZ;PIOTROWSKI;PIOTROWSKI;Drawsko Pomorskie;M;1969-04-08
6507301628206;JUSTYNA;ŻURAWSKI;MICHALSKI;Drawsko Pomorskie;K;1965-07-30
6306130047196;ZENON;ŻURAWSKI;ŻURAWSKI;Drawsko Pomorskie;M;1963-06-13
6401196186288;HANNA;ZIÓŁKOWSKI;WIŚNIEWSKI;Łódź;K;1964-01-19
6207145179254;BOGDAN;ZIÓŁKOWSKI;ZIÓŁKOWSKI;Lubin;M;1962-07-14
6603120348217;MONIKA;CHRZANOWSKI;WOJCIECHOWSKI;Suwałki;K;1966-03-12
6410141405164;FILIP;CHRZANOWSKI;CHRZANOWSKI;Poznań;M;1964-10-14
6602025524178;MAŁGORZATA;ADAMSKI;ŚLIWIŃSKI;Augustów;K;1966-02-02
6204160585235;EUGENIUSZ;ADAMSKI;ADAMSKI;Augustów;M;1962-04-16
6306160034187;HALINA;WIĘCEK;MACIEJEWSKI;Augustów;K;1963-06-16
6106248255219;OLEKSANDR;WIĘCEK;WIĘCEK;Augustów;M;1961-06-24
6603110440155;MARIA;AUGUSTYNIAK;DRZEWIECKI;Tychy;K;1966-03-11
6203042837189;PIOTR;AUGUSTYNIAK;AUGUSTYNIAK;Tychy;M;1962-03-04
6305174502169;MONIKA;NOWAKOWSKI;ADAMCZYK;Lubań;K;1963-05-17
5908302357246;RYSZARD;NOWAKOWSKI;NOWAKOWSKI;Tychy;M;1959-08-30
6412280606209;AGNIESZKA;ZAGÓRSKI;WÓJCIK;Bytom;K;1964-12-28
6203285459272;ALEKSANDER;ZAGÓRSKI;ZAGÓRSKI;Ostrowiec Świętokrzyski;M;1962-03-28
5603202524165;JANINA;KAŁUŻNY;KACZYŃSKI;Ostrowiec Świętokrzyski;K;1956-03-20
5203131031129;PIOTR;KAŁUŻNY;KAŁUŻNY;Ostrowiec Świętokrzyski;M;1952-03-13
5901050138228;LIDIA;MAZUR;ROGOWSKI;Ostrów Wielkopolski;K;1959-01-05
5505042371192;RAFAŁ;MAZUR;MAZUR;Ostrów Wielkopolski;M;1955-05-04
6810085000184;JADWIGA;GRZELAK;ŁUKASIK;Ostrów Wielkopolski;K;1968-10-08
6410120647199;ZBIGNIEW;GRZELAK;GRZELAK;Ostrów Wielkopolski;M;1964-10-12
6710070736231;IWONA;ZALEWSKI;JANICKI;Łódź;K;1967-10-07
6412186287293;TOMASZ;ZALEWSKI;ZALEWSKI;Łódź;M;1964-12-18
